year,quarter,course_id,instructor_name,subject,subject_number,response_rate,num_enrolled,num_responses,class_name,overall_avg,overall_std_dev,difficulty_avg,difficulty_med,difficulty_std_dev,zero_one,two_three,four_five,six_seven,eight_ten,eleven_fourteen,fifteen_plus
2020,Fall,18596,Richard Scott,MATH,13,74.2,31,23,Calculus & Analytic Geom III,4.3,0.9,3.9,4.0,0.6,0,40.9,45.5,4.5,9.1,0,0
2020,Fall,19879,Kalyana Sundaram,OMIS,150,50.0,14,7,Financial Information Systems,3.5,1.3,3.7,4.0,0.8,0,42.9,57.1,0,0,0,0
2020,Fall,18583,Corey Irving,MATH,35,95.7,23,22,Calculus for Life Sciences I,3.5,1.1,3.8,4.0,1.0,0,22.7,50,13.6,13.6,0,0
2020,Fall,19104,Eun Ju Park,BIOE,100,80.0,15,12,BIOE Research Seminar,4.4,1.3,4.7,5.0,1.2,83.3,16.7,0,0,0,0,0
2020,Fall,19892,Kelli Mccormick,CPSY,216,70.4,27,19,Psyc of Human Developmnt,4.8,0.4,3.2,3.0,0.4,5.3,31.6,42.1,10.5,5.3,5.3,0
2020,Fall,18554,Byron Walden,MATH,51,76.9,26,20,Discrete Mathematics,3.6,1.1,3.7,3.5,0.9,10,35,40,15,0,0,0
2020,Fall,18540,Mehdi Ahmadi,MATH,11,65.4,26,17,Calculus & Analytic Geometry I,4.4,0.9,3.7,4.0,1.2,0,37.5,12.5,18.8,12.5,12.5,6.3
2020,Fall,18971,Adina Ardelean,ECON,41,53.6,28,15,Data Analysis & Econometrics,4.8,0.5,4.0,4.0,0.5,0,13.3,46.7,26.7,13.3,0,0
2020,Fall,18965,Rita Madarassy,ECON,3,82.9,35,29,"Internat Econ,Develop & Growth",3.7,1.2,3.3,3.0,0.8,6.9,31,41.4,17.2,3.4,0,0
2020,Fall,18959,Audrey Guo,ECON,1,67.7,31,21,Principles of Microeconomics,4.5,0.7,3.3,3.0,0.7,9.5,57.1,14.3,14.3,0,4.8,0
2020,Fall,18781,Patrick Lopez-aguado,SOCI,161,82.1,28,23,The Criminal Justice Systems,4.2,0.9,2.9,3.0,1.0,17.4,39.1,30.4,8.7,0,4.3,0
2020,Fall,19312,Anna Ricci,LEAD,1,83.3,12,10,LEAD Seminar,4.8,0.4,4.9,5.0,0.3,80,20,0,0,0,0,0
2020,Fall,19474,Michael Carrasco,CHEM,32,78.9,19,15,Organic Chemistry II L&L,4.4,0.9,4.7,5.0,0.5,0,6.7,20,13.3,33.3,13.3,13.3
2020,Fall,19460,Blake Demaria,ARTH,123,64.3,14,9,The Global Renaissance,4.9,0.3,3.9,4.0,0.8,0,11.1,55.6,0,33.3,0,0
2020,Fall,20587,Mahmoud Parsian,MSIS,2627,88.9,9,8,Big Data Modeling & Analytics,4.1,0.9,3.8,4.0,1.0,0,25,12.5,12.5,37.5,0,12.5
2020,Fall,18756,Kathryn Moles,RSOC,9,71.4,28,20,Ways of Understanding Religion,4.7,0.6,2.6,2.5,0.8,10,80,5,5,0,0,0
2020,Fall,20342,August Scolio,CPSY,324,64.7,17,11,Biol Basis for Behavior,4.1,1,4.5,5.0,0.8,0,36.4,27.3,27.3,0,9.1,0
2020,Fall,18805,Jose Ortigas,SPAN,100,90.0,20,18,Cultural Analysis in Spanish,4.8,0.5,3.2,3.0,0.9,11.1,50,38.9,0,0,0,0
2020,Fall,20356,Kelly Patterson,MGMT,3512,60.0,10,6,The Practice of Leadership,4.7,0.5,3.2,3.0,0.4,0,16.7,33.3,33.3,16.7,0,0
2020,Fall,18811,Kayce Davis,SPAN,2,62.5,16,10,Intro Spanish Lang & Culture 2,4.6,0.5,3.0,3.0,0.8,0,90,10,0,0,0,0
2020,Fall,20430,Sami Najafi-asadolahi,MSIS,2502,81.8,22,18,Math for Busn Analytics,4.8,0.5,2.8,3.0,0.7,0,44.4,27.8,22.2,5.6,0,0
2020,Fall,203631,Robert Hendershott,MKTG,3200,46.2,39,18,Doing Bus In Silicon Valley,3.4,1.3,4.1,4.0,0.8,0,5.6,27.8,22.2,22.2,5.6,16.7
2020,Fall,19266,Shawn Lange,ENGR,173,66.7,15,10,Intro to Business Fundamentals,4.6,0.7,2.3,2.0,0.8,70,30,0,0,0,0,0
2020,Fall,19500,Laura Ellingson,COMM,106A,45.0,20,9,"Gender, Health, and Sexuality",4.5,0.8,3.0,3.0,1.1,11.1,44.4,22.2,11.1,11.1,0,0
2020,Fall,19514,Jeremiah Jeffra,ENGL,74,68.2,22,15,New Forms for Creative Writing,4.9,0.3,3.5,3.0,0.7,0,20,60,20,0,0,0
2020,Fall,20395,Nydia Macgregor,MGMT,3052,62.5,16,10,Chlnges in Ldg & Mng Strat Chg,4.9,0.4,3.5,3.0,0.7,0,0,20,20,40,20,0
2020,Fall,18622,Kimberly Dill,PHIL,29,64.7,34,22,Ethics and the Environment,4,1.2,3.4,3.0,1.0,0,36.4,54.5,9.1,0,0,0
2020,Fall,18636,Veronica Miranda,PHSC,1,84.2,38,32,Introduction to Public Health,4.6,0.7,2.9,3.0,0.9,3.1,43.8,40.6,12.5,0,0,0
2020,Fall,19919,Cary Watson,CPSY,319,78.9,19,15,Clinical Assessment II,4.2,1.2,3.8,4.0,1.4,0,7.1,35.7,35.7,7.1,0,14.3
2020,Fall,18385,Robin Tremblay-mcgaw,ENGL,1A,100.0,19,19,Critical Thinking & Writing I,4.5,0.7,3.1,3.0,1.0,0,68.4,26.3,5.3,0,0,0
2020,Fall,19931,Vicky Tamashiro,CPSY,333,87.5,8,7,Counseling Practicum,4.4,1.5,2.4,3.0,0.8,57.1,14.3,0,0,14.3,14.3,0
2020,Fall,19064,Richard Schaffzin,OMIS,41,87.5,16,14,Statistics & Data Analysis II,4.6,0.6,3.8,4.0,0.6,14.3,42.9,35.7,7.1,0,0,0
2020,Fall,19070,Teri Escobar-ochoa,OMIS,15,85.2,27,23,Introduction to Spreadsheets,4.3,1.1,2.6,3.0,1.2,13,73.9,8.7,4.3,0,0,0
2020,Fall,18408,Simone Billings,ENGL,1A,94.4,18,17,Critical Thinking & Writing I,4.1,1.2,3.6,4.0,0.7,0,23.5,41.2,23.5,5.9,5.9,0
2020,Fall,20197,Yuan Wang,COEN,278,82.8,29,24,Advanced Web Programming,4.5,0.6,3.5,3.0,0.8,0,16.7,16.7,33.3,29.2,4.2,0
2020,Fall,19058,Yaqiong Wang,OMIS,34,77.8,27,21,"Science,Info Tech, Busn & Soc",3.8,1.1,3.2,4.0,1.1,4.8,47.6,33.3,14.3,0,0,0
2020,Fall,18352,Leeanne M. Sorenson,ENGL,1A,89.5,19,17,Critical Thinking & Writing I,3.6,1.2,3.4,3.0,0.9,0,6.3,56.3,12.5,0,18.8,6.3
2020,Fall,20193,Xiang Li,COEN,250,78.9,19,15,Information Security Mgmt,3.9,1.1,4.1,5.0,1.2,20,53.3,13.3,6.7,6.7,0,0
2020,Fall,19074,Sumana Sur,OMIS,15,81.8,22,18,Introduction to Spreadsheets,4,1.1,2.8,3.0,0.8,27.8,55.6,11.1,0,5.6,0,0
2020,Fall,19060,Daniel Trepanier,OMIS,40,75.0,20,15,Statistics & Data Analysis I,3.3,1,4.7,5.0,0.5,0,13.3,33.3,26.7,0,20,6.7
2020,Fall,20187,Weijia Shang,COEN,210,95.8,24,23,Computer Architecture,4.5,1,4.3,5.0,1.0,0,8.7,13,21.7,30.4,13,13
2020,Fall,18418,Robin Tremblay-mcgaw,ENGL,45,84.6,13,11,Reading Film,4.7,0.5,2.8,3.0,0.6,0,36.4,36.4,18.2,9.1,0,0
2020,Fall,18356,Theresa Conefrey,ENGL,1A,89.5,19,17,Critical Thinking & Writing I,4.5,0.6,2.4,3.0,0.9,5.9,47.1,41.2,5.9,0,0,0
2020,Fall,19048,Susan Kane,MKTG,177,78.6,28,22,Social Media Marketing,4,1.1,3.8,4.0,1.2,4.5,59.1,18.2,18.2,0,0,0
2020,Fall,18342,David Popalisky,DANC,4,75.0,8,6,The Physics of Dance,3.6,1,3.3,3.0,0.5,0,16.7,50,0,0,33.3,0
2020,Fall,19909,Robert Michels,CPSY,245,59.1,22,13,Trans Treatmnt & Voc Pln,4.5,0.8,2.3,2.0,0.9,16.7,33.3,33.3,8.3,8.3,0,0
2020,Fall,19935,Laura Larson,CPSY,333,88.9,9,8,Counseling Practicum,4.4,0.7,4.5,5.0,0.8,75,12.5,0,0,0,0,12.5
2020,Fall,18395,Simone Billings,ENGL,1A,78.9,19,15,Critical Thinking & Writing I,4.4,0.9,3.6,3.0,1.0,0,26.7,46.7,13.3,6.7,0,6.7
2020,Fall,18381,Jacquelyn Hendricks,ENGL,1A,88.2,17,15,Critical Thinking & Writing I,4.6,0.6,3.5,3.0,0.8,0,6.7,20,33.3,13.3,13.3,13.3
2020,Fall,20178,Aaron Melman,AMTH,245,60.0,5,3,Linear Algebra I,3.4,0.6,3.3,4.0,1.2,0,66.7,33.3,0,0,0,0
2020,Fall,19921,Jonathan Sills,CPSY,323,70.8,24,17,Psychopharmacology,4.2,1,4.8,5.0,0.4,11.8,64.7,11.8,11.8,0,0,0
2020,Fall,20385,Sylvia Flatt,MGMT,3538,100.0,1,1,Leading Teams and Projects,5,0,4.0,4.0,0.0,0,0,0,0,100,0,0
2020,Fall,19504,Sreela Sarkar,COMM,183A,60.9,23,14,"Comm, Develop & Social Change",4.2,0.9,2.9,3.0,0.5,7.1,57.1,28.6,0,7.1,0,0
2020,Fall,18632,Christopher Kulp,PHIL,25,72.7,33,24,Ethics in Society,4,1.1,4.1,4.5,1.1,12.5,54.2,20.8,8.3,4.2,0,0
2020,Fall,20434,Aditi Bajaj,MKTG,3554,81.8,22,18,Analyzing Customers & Markets,4.5,1,3.5,4.0,0.8,0,5.6,61.1,16.7,11.1,5.6,0
2020,Fall,18815,Lucia Varona,SPAN,2,71.4,14,10,Intro Spanish Lang & Culture 2,3.4,1.3,3.1,3.0,1.0,20,30,40,10,0,0,0
2020,Fall,18801,Christina Soto Van Der Plas,SPAN,1,27.3,11,3,Intro Spanish Lang & Culture,4.8,0.3,3.3,3.0,0.6,0,66.7,0,33.3,0,0,0
2020,Fall,20346,Patricia Cameron-loyd,ECON,3000,74.2,31,23,Managerial Economics,3.5,1.3,4.1,4.0,0.8,0,4.3,21.7,26.1,26.1,17.4,4.3
2020,Fall,20420,Patrick Williams,MKTG,3718,100.0,1,1,Sales Management,4.8,0,5.0,5.0,0.0,0,100,0,0,0,0,0
2020,Fall,20408,Jo-ellen Zeitlin,MGMT,3544,65.2,23,15,Strategic Busn Negotiations,4.6,0.8,3.7,4.0,0.5,0,0,6.7,60,26.7,6.7,0
2020,Fall,18829,Robert Scholla,TESP,50,74.3,35,26,Catholic Theology: Foundations,4.2,0.9,3.1,3.0,1.0,7.7,46.2,34.6,11.5,0,0,0
2020,Fall,19464,Janice Edgerly Rooks,BIOL,7,79.2,48,38,Exploring Animal Behavior,4.1,0.9,3.3,3.0,0.9,7.9,52.6,23.7,13.2,2.6,0,0
2020,Fall,18008,James Mckenna,ANTH,11A,86.4,22,19,Cultures and Ideas I,4.6,0.5,2.5,3,0.7,21.1,57.9,21.1,0,0,0,0
2020,Fall,18020,Mohammed Kadalah,ARAB,1,75.0,12,9,Elementary Arabic I,4.6,0.7,3.3,3.0,0.5,11.1,11.1,55.6,11.1,11.1,0,0
2020,Fall,19458,Heather Clydesdale,ARTH,66,78.3,23,18,Fabricating Nature in EastAsia,4.9,0.4,3.3,3.0,0.8,5.6,33.3,27.8,16.7,5.6,11.1,0
2020,Fall,18752,Sarita Tamayo-moraga,RSOC,9,92.9,28,26,Ways of Understanding Religion,4.8,0.8,3.0,3.0,0.8,7.7,61.5,23.1,7.7,0,0,0
2020,Fall,18034,Jingjing Han,COMM,12,71.9,32,23,Technology and Communication,4.4,0.8,2.9,3.0,0.8,13,43.5,34.8,0,8.7,0,0
2020,Fall,20226,On Shun Pak,MECH,266,90.0,10,9,Fundamentals of Fluid Mechanic,4.8,0.5,3.7,4.0,0.9,0,22.2,55.6,11.1,0,11.1,0
2020,Fall,18961,Sofia Kotsiri,ECON,2,56.0,25,14,Principles of Macroeconomics,4.7,0.5,2.8,3.0,0.6,0,64.3,35.7,0,0,0,0
2020,Fall,20232,Majid Gharghi,MECH,332,80.0,10,8,Electronic Structure & Propert,3.6,1.2,4.1,4.0,0.8,0,12.5,25,12.5,37.5,0,12.5
2020,Fall,18975,Patricia Cameron-loyd,ECON,1,75.0,32,24,Principles of Microeconomics,4,1,3.1,3.0,0.8,8.3,50,16.7,12.5,8.3,4.2,0
2020,Fall,20554,Francisco Jimenez,ARTS,33,75.0,8,6,Three-Dimensional Design,4.2,1.6,3.0,3.0,1.1,0,50,16.7,0,33.3,0,0
2020,Fall,18785,Patrick Lopez-aguado,SOCI,162,73.7,19,14,Gender and Justice,4.3,0.9,2.9,3.0,0.9,7.1,21.4,64.3,7.1,0,0,0
2020,Fall,18949,Michael Holubar,BUSN,70,88.2,17,15,Contemporary Business Issues,4.5,0.7,3.6,4.0,0.8,0,14.3,14.3,57.1,14.3,0,0
2020,Fall,18578,Phillip Jedlovec,MATH,9L,90.0,20,18,Precalculus Laboratory,4.6,0.8,2.8,3.0,0.8,66.7,22.2,11.1,0,0,0,0
2020,Fall,18544,Norman Paris,MATH,14,82.4,34,28,Calculus & Analytic Geom IV,4.4,0.8,4.5,5.0,0.6,0,17.9,39.3,17.9,17.9,3.6,3.6
2020,Fall,18222,Hoda Magid,BIOL,117,69.2,13,9,Epidemiology L&L,3.4,1.1,3.1,3.0,1.2,0,11.1,55.6,22.2,0,11.1,0
2020,Fall,19896,Arthur Bohart,CPSY,218,77.3,22,17,Foundations Psychother&Person,4.7,0.6,4.0,4.0,0.8,0,17.6,58.8,23.5,0,0,0
2020,Fall,18550,Mustafa Hajij,MATH,14,74.3,35,26,Calculus & Analytic Geom IV,4.5,0.7,3.9,4.0,0.7,0,34.6,50,11.5,3.8,0,0
2020,Fall,18587,Linda Burks,MATH,12,65.2,23,15,Calculus & Analytic Geom II,3.9,1.2,4.1,4.0,0.9,0,6.7,20,26.7,33.3,13.3,0
2020,Fall,18593,Mehdi Ahmadi,MATH,9L,57.1,7,4,Precalculus Laboratory,4.5,0.6,2.3,2.0,1.5,50,50,0,0,0,0,0
2020,Fall,18592,Mehdi Ahmadi,MATH,9L,83.3,18,15,Precalculus Laboratory,4.3,0.8,2.7,3.0,0.7,53.3,26.7,13.3,0,0,6.7,0
2020,Fall,18586,Byron Walden,MATH,11,82.4,34,28,Calculus & Analytic Geometry I,4.1,1.2,3.1,3.0,0.9,3.6,28.6,39.3,21.4,7.1,0,0
2020,Fall,20025,Debra Lambert,MUSC,160,80.0,5,4,Private Instruction - 60 mins,5,0,3.0,3.0,0.8,0,75,25,0,0,0,0
2020,Fall,20743,Sami Najafi-asadolahi,MSIS,2402,100.0,2,2,Math for Finance w/ R,4,1.4,2.5,2.5,0.7,0,0,50,0,50,0,0
2020,Fall,19129,Mahmoud Amouzgar,COEN,20,76.5,34,26,Intro to Embedded Systems,4.1,1,3.6,4.0,1.0,16,28,24,24,8,0,0
2020,Fall,18551,Nicolette Meshkat,MATH,122,81.0,42,34,Probability & Statistics I,4.6,0.5,4.0,4.0,0.7,0,18.2,51.5,24.2,6.1,0,0
2020,Fall,19897,David Feldman,CPSY,218,66.7,24,16,Foundations Psychother&Person,5,0,3.7,3.0,0.8,0,31.3,43.8,12.5,12.5,0,0
2020,Fall,18545,Kan Liu,MATH,12,77.8,27,21,Calculus & Analytic Geom II,3.7,1.2,3.8,4.0,1.0,4.8,9.5,42.9,19,23.8,0,0
2020,Fall,19883,Charlotta Kratz,COMM,121A,63.6,22,14,Diversity and Media,4.9,0.3,4.9,5.0,0.4,7.1,57.1,28.6,0,7.1,0,0
2020,Fall,18223,Mishan Afsari,BIOL,104,85.7,14,12,Human Anatomy L&L,5,0.1,5.0,5.0,0.0,33.3,25,8.3,33.3,0,0,0
2020,Fall,19115,Tonya Nilsson,CENG,7,80.0,25,20,Graphic Communication,4.6,0.9,3.8,4.0,0.8,0,10,40,30,20,0,0
2020,Fall,19667,On Shun Pak,MECH,120,60.0,5,3,Engineering Mathematics,4.9,0.2,3.3,3.0,0.6,0,100,0,0,0,0,0
2020,Fall,18579,Phillip Jedlovec,MATH,9L,63.2,19,12,Precalculus Laboratory,4.6,0.7,2.2,2.0,0.8,58.3,33.3,8.3,0,0,0,0
2020,Fall,19101,Eun Ju Park,BIOE,21,83.8,37,31,Introduction to Physiology,4.7,0.6,3.5,3.5,0.8,6.5,41.9,25.8,22.6,3.2,0,0
2020,Fall,18948,Robert Finocchio,BUSN,70,92.9,28,26,Contemporary Business Issues,4.4,0.9,3.3,3.0,0.7,23.1,61.5,15.4,0,0,0,0
2020,Fall,18790,Di Di,SOCI,120,100.0,12,12,Survey Research & Stats Analys,4.7,0.5,4.7,5.0,0.7,0,41.7,33.3,25,0,0,0
2020,Fall,18784,Enrique Pumar,SOCI,119,84.0,25,21,Sociological Theory,4.2,0.9,4.3,4.0,0.8,14.3,33.3,28.6,19,4.8,0,0
2020,Fall,18974,Adina Ardelean,ECON,42,51.9,27,14,Data Analysis Applications,4.7,0.6,4.1,4.0,0.7,14.3,35.7,21.4,14.3,7.1,0,7.1
2020,Fall,20233,Christopher Kitts,MECH,337,72.7,22,16,Robotics I,4.8,0.4,4.9,5.0,0.3,0,0,25,31.3,31.3,6.3,6.3
2020,Fall,18960,Sofia Kotsiri,ECON,2,81.8,22,18,Principles of Macroeconomics,4.6,0.7,3.5,3.0,0.7,11.1,44.4,27.8,11.1,5.6,0,0
2020,Fall,18753,Philip Riley,RSOC,9,74.1,27,20,Ways of Understanding Religion,4.2,0.9,3.8,4.0,0.8,5,30,20,30,15,0,0
2020,Fall,18035,Amy Eriksson,COMM,20,72.7,22,16,Public Speaking,4.9,0.2,5.0,5.0,0.0,12.5,56.3,25,0,0,6.3,0
2020,Fall,19459,Kathleen Maxwell,ARTH,106,72.2,18,13,Roman Art & Architecture,4.7,0.6,3.6,4.0,0.5,0,38.5,30.8,15.4,15.4,0,0
2020,Fall,19471,Elizabeth Dahlhoff,BIOL,120,75.0,16,12,Animal Physiology L&L,3.4,1.1,3.8,4.0,0.9,0,8.3,41.7,33.3,16.7,0,0
2020,Fall,19465,Janice Edgerly Rooks,BIOL,7,83.3,24,20,Exploring Animal Behavior,4.2,0.9,3.3,3.0,0.7,10,45,40,0,5,0,0
2020,Fall,20409,Jo-ellen Zeitlin,MGMT,3544,78.6,14,11,Strategic Busn Negotiations,4.9,0.3,3.6,4.0,0.9,0,18.2,36.4,18.2,27.3,0,0
2020,Fall,18828,Karen Peterson-iyer,TESP,119,72.0,25,18,"Theology, Sex & Relationships",4.8,0.6,3.2,3.0,0.5,0,33.3,55.6,5.6,5.6,0,0
2020,Fall,20347,Dongsoo Shin,ECON,3000,54.5,22,12,Managerial Economics,3.9,1.2,4.2,4.5,0.9,0,8.3,41.7,8.3,41.7,0,0
2020,Fall,18800,Emily Frankel,SPAN,1,93.3,15,14,Intro Spanish Lang & Culture,4.4,0.8,2.8,3.0,1.1,7.1,64.3,7.1,21.4,0,0,0
2020,Fall,20421,Patrick Williams,MKTG,3718,70.0,10,7,Sales Management,3.8,0.9,3.7,4.0,0.8,14.3,0,28.6,0,28.6,14.3,14.3
2020,Fall,20435,Tzu-chin Tan,MSIS,2507,73.7,19,14,Data Analytics - Python,4.2,1,4.5,4.5,0.5,0,0,21.4,21.4,14.3,28.6,14.3
2020,Fall,18627,Jeffrey Steele,PHIL,42,74.3,35,26,Faith and Reason,4.6,0.6,4.7,5.0,0.7,0,46.2,38.5,15.4,0,0,0
2020,Fall,19505,Sukanya Manna,CSCI,182,71.4,21,15,Web and Data Mining,4.2,0.8,2.4,2.5,0.9,33.3,40,20,6.7,0,0,0
2020,Fall,19511,Michelle Burnham,ENGL,11H,86.7,15,13,Cultures and Ideas I - Honors,4.2,0.8,3.8,4.0,0.7,0,0,15.4,46.2,23.1,15.4,0
2020,Fall,18380,Kirstyn Leuner,ENGL,1A,80.0,20,16,Critical Thinking & Writing I,4.6,0.6,3.0,3.0,1.0,0,37.5,56.3,6.3,0,0,0
2020,Fall,19920,Jasmin Llamas,CPSY,320,100.0,19,19,Substance Abuse Trtmt I,4.2,1.1,3.2,3.0,1.1,0,26.3,47.4,26.3,0,0,0
2020,Fall,19934,Laura Larson,CPSY,333,71.4,7,5,Counseling Practicum,5,0,5.0,5.0,0.0,40,60,0,0,0,0,0
2020,Fall,18394,Cruz Medina,ENGL,1A,80.0,15,12,Critical Thinking & Writing I,4.5,0.6,3.3,3.0,0.6,0,75,16.7,8.3,0,0,0
2020,Fall,19908,Robert Michels,CPSY,243,56.3,16,9,"Delinquent, At-Risk, Nonconv.",4.5,0.6,3.5,3.5,0.9,0,22.2,33.3,22.2,11.1,11.1,0
2020,Fall,19049,Wei Shi,MKTG,168,80.9,47,38,Adv Retail Studies Seminar,4.4,1,4.4,5.0,1.0,15.8,65.8,18.4,0,0,0,0
2020,Fall,18357,Jeremiah Jeffra,ENGL,1A,72.2,18,13,Critical Thinking & Writing I,4.3,0.7,3.6,4.0,0.8,0,69.2,30.8,0,0,0,0
2020,Fall,19061,Daniel Trepanier,OMIS,40,70.8,24,17,Statistics & Data Analysis I,3.8,1.1,4.4,5.0,0.9,0,11.8,35.3,29.4,5.9,5.9,11.8
2020,Fall,20192,Zhiqiang Tao,COEN,240,77.8,27,21,Machine Learning,3.5,1.2,3.4,4.0,1.3,0,4.8,14.3,14.3,0,38.1,28.6
2020,Fall,19075,Yaqiong Wang,OMIS,34,75.0,28,21,"Science,Info Tech, Busn & Soc",3.1,1.1,3.0,3.0,1.0,14.3,57.1,28.6,0,0,0,0
2020,Fall,19063,Homi Fatemi,OMIS,41,89.5,38,34,Statistics & Data Analysis II,4.5,0.8,3.5,4.0,0.9,8.8,55.9,29.4,5.9,0,0,0
2020,Fall,18369,Matthew Driscoll,ENGL,1A,100.0,18,18,Critical Thinking & Writing I,4.5,0.7,3.8,4.0,0.7,0,38.9,38.9,11.1,11.1,0,0
2020,Fall,19077,Sumana Sur,OMIS,34,67.9,28,19,"Science,Info Tech, Busn & Soc",4.5,0.7,2.8,3.0,0.9,0,73.7,10.5,10.5,5.3,0,0
2020,Fall,204511,Paul Chamberlain,FNCE,2480,75.0,4,3,Emerging Company Finance,5,0,3.0,3.0,0.0,0,0,0,33.3,66.7,0,0
2020,Fall,20190,Keyvan Moataghed,COEN,233,77.8,18,14,Computer Networks,4.4,0.8,3.2,3.0,0.8,7.1,35.7,21.4,7.1,7.1,21.4,0
2020,Fall,18341,Richard Barber,DANC,4,87.5,8,7,The Physics of Dance,3.9,1,3.7,4.0,1.1,0,28.6,42.9,0,0,28.6,0
2020,Fall,18355,Jeremiah Jeffra,ENGL,1A,94.7,19,18,Critical Thinking & Writing I,4.7,0.5,3.2,3.0,0.5,0,38.9,55.6,5.6,0,0,0
2020,Fall,19922,Jean Riney-niewiadomski,CPSY,328,87.5,8,7,Clin Assmt: Iss in Child Diag,5,0.1,2.8,3.0,0.4,0,16.7,66.7,16.7,0,0,0
2020,Fall,18382,Denise Krane,ENGL,1A,83.3,18,15,Critical Thinking & Writing I,4.7,0.6,3.7,3.0,0.8,6.7,53.3,40,0,0,0,0
2020,Fall,19088,Denis Vrdoljak,OMIS,30,91.7,24,22,Introduction to Programming,3.1,1.1,4.0,4.0,1.0,0,22.7,31.8,4.5,27.3,13.6,0
2020,Fall,18396,Aparajita Nanda,ENGL,1A,100.0,19,19,Critical Thinking & Writing I,4.5,0.8,2.8,3.0,0.7,10.5,68.4,21.1,0,0,0,0
2020,Fall,19936,Yat Ling Lam,CPSY,361,62.5,16,10,Multicultural Psychotherapy,4.7,0.5,3.6,3.0,1.0,0,40,40,10,0,10,0
2020,Fall,18619,Robert Shanklin,PHIL,1H,76.5,17,13,Critical Think & Write I:Hnrs,4.9,0.3,3.8,4.0,0.4,15.4,46.2,30.8,7.7,0,0,0
2020,Fall,20392,Sharmila Lodhia,WGST,187,66.7,6,4,Structural Racism,4.8,0.3,4.0,5.0,2.0,0,75,25,0,0,0,0
2020,Fall,19513,John Hawley,ENGL,56,65.5,29,19,Global Literatures,3.6,1.2,3.9,4.0,1.3,0,63.2,26.3,5.3,5.3,0,0
2020,Fall,19249,Jessica Kuczenski,ENGR,110,80.0,20,16,Community Based Engr. Design,4.6,0.7,2.9,3.0,1.1,6.3,31.3,31.3,18.8,6.3,6.3,0
2020,Fall,18802,Maria Bauluz,SPAN,1,54.5,11,6,Intro Spanish Lang & Culture,3.8,0.8,3.4,4.0,0.9,0,16.7,33.3,33.3,16.7,0,0
2020,Fall,20345,Patricia Cameron-loyd,ECON,3000,74.1,27,20,Managerial Economics,3.4,1.3,4.0,4.0,0.8,0,10,40,20,25,0,5
2020,Fall,18816,Lucia Varona,SPAN,2,69.2,13,9,Intro Spanish Lang & Culture 2,4.5,0.7,3.8,4.0,0.7,0,22.2,77.8,0,0,0,0
2020,Fall,18194,Paul Abbyad,CHEM,14,91.7,12,11,Advanced Chemical Principles,4.6,0.6,3.7,4.0,1.0,0,27.3,27.3,18.2,18.2,9.1,0
2020,Fall,19315,Tausak Vanadilok,LEAD,1,86.7,15,13,LEAD Seminar,4.5,0.7,4.7,5.0,0.5,69.2,15.4,15.4,0,0,0,0
2020,Fall,19467,Michele Parker,BIOL,106,81.3,16,13,Health Consequ of West Lifesty,5,0.1,2.7,3.0,0.5,0,38.5,38.5,23.1,0,0,0
2020,Fall,18779,Diana Gibson,SCTR,39,78.3,23,18,Biblical Women and Power,4.7,0.6,3.2,3.0,0.8,0,38.9,38.9,22.2,0,0,0
2020,Fall,19301,Vlad Ivashyn,MECH,194,75.0,16,12,Advanced Design I : Tools,3.7,1.3,2.3,2.0,1.1,8.3,16.7,41.7,16.7,8.3,0,8.3
2020,Fall,18037,Justin Boren,COMM,110,62.5,24,15,Quantitative Research Methods,4.6,0.7,3.9,4.0,0.6,0,13.3,46.7,13.3,20,6.7,0
2020,Fall,18989,Shireen Alazzawi,ECON,3,80.0,35,28,"Internat Econ,Develop & Growth",4.5,0.9,3.5,4.0,0.7,3.6,53.6,21.4,17.9,3.6,0,0
2020,Fall,18751,Sarita Tamayo-moraga,RSOC,9,77.8,27,21,Ways of Understanding Religion,4.9,0.4,2.8,3.0,1.1,4.8,61.9,19,14.3,0,0,0
2020,Fall,20231,Maryam Khanbaghi,MECH,323,52.6,19,10,Modern Control Systems I,4,1.1,3.8,4.0,0.8,0,10,60,10,20,0,0
2020,Fall,18976,James Airola,ECON,3,68.8,32,22,"Internat Econ,Develop & Growth",4,1,3.8,4.0,0.9,18.2,40.9,31.8,4.5,4.5,0,0
2020,Fall,18962,Sofia Kotsiri,ECON,2,78.3,23,18,Principles of Macroeconomics,4.5,0.8,3.4,4.0,0.7,5.6,44.4,38.9,5.6,5.6,0,0
2020,Fall,18792,Gary Maynard,SOCI,159,79.2,24,19,Sociology of Crime,3.9,1.1,4.2,4.0,1.0,0,36.8,36.8,21.1,0,5.3,0
2020,Fall,18786,Laura Robinson,SOCI,149,63.3,30,19,"Tech, Innovation, and Culture",4.7,0.7,2.7,3.0,1.1,0,36.8,21.1,31.6,10.5,0,0
2020,Fall,19498,Carolynn Roncaglia,CLAS,172,78.3,23,18,The World of Gladiators,4.6,0.8,2.9,3.0,0.8,22.2,38.9,38.9,0,0,0,0
2020,Fall,19671,Paul Schutz,SCTR,111R,64.7,17,11,RSS: Bible & Ecology,5,0.1,5.0,5.0,0.0,0,9.1,63.6,9.1,9.1,0,9.1
2020,Fall,19103,Ismail Araci,BIOE,168,66.7,3,2,Biophotonics and Bioimaging,4.9,0.1,4.5,4.5,0.7,0,50,0,50,0,0,0
